Latitude_Degrees,Longitude_Degrees,ClimSST,Temperature_Mean,Depth_m,Windspeed,SSTA,Distance_to_Plastic_km,Nearest_Plastic_Weight_kg,Percent_Bleaching
-26.9799,153.4882,299.66,296.8,12.0,6.0,1.09,48.852190389711524,171.29,10.0
-26.9799,153.4882,299.66,296.8,12.0,6.0,1.09,48.852190389711524,171.29,10.0
-23.4511,151.9182,299.35,297.35,6.0,8.0,0.82,87.77391629691216,230.48,10.0
-23.4511,151.9182,299.35,297.35,6.0,8.0,0.82,87.77391629691216,230.48,10.0
-23.4401,151.9173,299.35,297.35,2.0,8.0,0.82,86.76092087538343,230.48,10.0
-23.4401,151.9173,299.35,297.35,2.0,8.0,0.82,86.76092087538343,230.48,10.0
-23.4388,151.9139,297.05,297.35,1.0,4.0,0.38,86.81165215261042,230.48,10.0
-23.4388,151.9139,297.05,297.35,1.0,4.0,0.38,86.81165215261042,230.48,10.0
-26.7514,153.1578,299.56,296.33,9.0,5.0,0.24,80.61977743080222,171.29,10.0
-26.7514,153.1578,299.56,296.33,9.0,5.0,0.24,80.61977743080222,171.29,10.0
-16.7919,146.2643,298.6,299.6,5.0,6.0,0.52,114.3998858292855,343.7,10.0
-16.7919,146.2643,298.6,299.6,5.0,6.0,0.52,114.3998858292855,343.7,10.0
24.9733,-77.5334,297.17,299.72,11.7,6.0,-0.5,9.488469899206855,432.84,10.0
24.9733,-77.5334,297.17,299.72,11.7,6.0,-0.5,9.488469899206855,432.84,10.0
13.1217,-59.6462,299.73,300.51,13.0,10.0,0.03,153.56508579399676,376.86,10.0
13.1217,-59.6462,299.73,300.51,13.0,10.0,0.03,153.56508579399676,376.86,10.0
13.1217,-59.6462,300.62,300.51,13.0,7.0,0.6,153.56508579399676,376.86,10.0
13.1217,-59.6462,300.62,300.51,13.0,7.0,0.6,153.56508579399676,376.86,10.0
13.19,-59.6417,299.7,300.48,3.0,10.0,0.03,160.73958575894707,376.86,10.0
13.19,-59.6417,299.7,300.48,3.0,10.0,0.03,160.73958575894707,376.86,10.0
16.4422,-88.196,302.75,301.31,11.5,6.0,0.29,27.546374814579593,465.85,10.0
16.4422,-88.196,302.75,301.31,11.5,6.0,0.29,27.546374814579593,465.85,10.0
16.8144,-88.0773,302.63,301.14,11.5,5.0,0.41,44.13818108870309,465.85,10.0
16.8144,-88.0773,302.63,301.14,11.5,5.0,0.41,44.13818108870309,465.85,10.0
16.8961,-86.0585,302.15,300.92,3.0,5.0,0.76,122.92282142276399,476.67,10.0
16.8961,-86.0585,302.15,300.92,3.0,5.0,0.76,122.92282142276399,476.67,10.0
17.3398,-88.0202,301.35,301.01,12.0,4.0,0.74,94.2366157137877,465.85,10.0
17.3398,-88.0202,301.35,301.01,12.0,4.0,0.74,94.2366157137877,465.85,10.0
-8.7669,-35.0928,262.15,300.44,4.0,5.0,-0.78,153.6584416448813,407.99,10.0
-8.7669,-35.0928,262.15,300.44,4.0,5.0,-0.78,153.6584416448813,407.99,10.0
-8.7665,-35.0929,262.15,300.44,3.0,4.0,-0.08,153.70384176307726,407.99,10.0
-8.7665,-35.0929,262.15,300.44,3.0,4.0,-0.08,153.70384176307726,407.99,10.0
-8.7588,-35.0852,262.15,300.44,4.0,5.0,-0.58,154.19235745508402,407.99,10.0
-8.7588,-35.0852,262.15,300.44,4.0,5.0,-0.58,154.19235745508402,407.99,10.0
18.3246,-64.6027,300.77,300.31,3.0,6.0,0.0,211.2337343399655,366.17,10.0
18.3246,-64.6027,300.77,300.31,3.0,6.0,0.0,211.2337343399655,366.17,10.0
10.6324,103.4854,302.33,302.31,3.0,5.0,0.22,22.784826245896543,279.06,10.0
10.6324,103.4854,302.33,302.31,3.0,5.0,0.22,22.784826245896543,279.06,10.0
22.4632,114.3365,297.82,296.92,2.3,5.0,-0.79,30.091676662682218,39.2,10.0
22.4632,114.3365,297.82,296.92,2.3,5.0,-0.79,30.091676662682218,39.2,10.0
18.4488,-69.6839,262.15,300.63,10.7,7.0,0.51,145.21147372271258,497.53,10.0
18.4488,-69.6839,262.15,300.63,10.7,7.0,0.51,145.21147372271258,497.53,10.0
19.0003,-69.0381,299.13,300.57,3.3,7.0,0.72,120.71851867814539,321.05,10.0
19.0003,-69.0381,299.13,300.57,3.3,7.0,0.72,120.71851867814539,321.05,10.0
19.0465,-69.0458,299.65,300.49,3.3,7.0,1.0,116.05627513565032,321.05,10.0
19.0465,-69.0458,299.65,300.49,3.3,7.0,1.0,116.05627513565032,321.05,10.0
-8.2385,125.612,302.11,301.72,5.0,3.0,0.31,48.486351547359114,345.5,10.0
-8.2385,125.612,302.11,301.72,5.0,3.0,0.31,48.486351547359114,345.5,10.0
-18.409,178.091,300.62,299.85,2.0,3.0,1.25,108.88161198918544,478.49,10.0
-18.409,178.091,300.62,299.85,2.0,3.0,1.25,108.88161198918544,478.49,10.0
-17.826,177.1737,300.65,300.67,10.4,6.0,0.02,225.44302511449192,478.49,10.0
-17.826,177.1737,300.65,300.67,10.4,6.0,0.02,225.44302511449192,478.49,10.0
-17.5689,177.3018,300.93,301.0,10.0,3.0,0.27,232.90388170725717,478.49,10.0
-17.5689,177.3018,300.93,301.0,10.0,3.0,0.27,232.90388170725717,478.49,10.0
-17.5632,177.3084,301.48,301.0,10.0,5.0,1.46,232.82343474495087,478.49,10.0
-17.5632,177.3084,301.48,301.0,10.0,5.0,1.46,232.82343474495087,478.49,10.0
-17.3303,178.5924,299.75,299.95,7.0,3.0,0.83,168.7472367698047,368.11,10.0
-17.3303,178.5924,299.75,299.95,7.0,3.0,0.83,168.7472367698047,368.11,10.0
-17.1132,179.0607,299.2,299.99,10.0,6.0,0.25,141.47229024556225,368.11,10.0
-17.1132,179.0607,299.2,299.99,10.0,6.0,0.25,141.47229024556225,368.11,10.0
-16.7987,179.9013,301.63,300.34,10.0,4.0,0.63,133.9358156928811,38.87,10.0
-16.7987,179.9013,301.63,300.34,10.0,4.0,0.63,133.9358156928811,38.87,10.0
-12.7404,45.233,300.64,300.77,3.0,4.0,-0.19,50.44070707656479,195.97,10.0
-12.7404,45.233,300.64,300.77,3.0,4.0,-0.19,50.44070707656479,195.97,10.0
16.4312,-61.5429,300.14,300.37,13.0,5.0,-0.28,119.59517319063754,130.93,10.0
16.4312,-61.5429,300.14,300.37,13.0,5.0,-0.28,119.59517319063754,130.93,10.0
-16.5526,-151.7326,301.02,300.87,0.8,4.0,1.38,340.98360548575323,455.0,10.0
-16.5526,-151.7326,301.02,300.87,0.8,4.0,1.38,340.98360548575323,455.0,10.0
-16.5515,-151.7784,301.71,300.9,0.7,2.0,0.07,341.059027454443,455.0,10.0
-16.5515,-151.7784,301.71,300.9,0.7,2.0,0.07,341.059027454443,455.0,10.0
-16.4994,-151.784,300.46,300.89,15.0,5.0,0.37,335.30202723050775,455.0,10.0
-16.4994,-151.784,300.46,300.89,15.0,5.0,0.37,335.30202723050775,455.0,10.0
-16.4994,-151.784,300.69,300.88,7.0,6.0,-0.17,335.30202723050775,455.0,10.0
-16.4994,-151.784,300.69,300.88,7.0,6.0,-0.17,335.30202723050775,455.0,10.0
-16.4994,-151.784,301.53,300.88,7.0,3.0,-0.42,335.30202723050775,455.0,10.0
-16.4994,-151.784,301.53,300.88,7.0,3.0,-0.42,335.30202723050775,455.0,10.0
-16.4994,-151.784,301.65,300.88,15.0,4.0,0.4,335.30202723050775,455.0,10.0
-16.4994,-151.784,301.65,300.88,15.0,4.0,0.4,335.30202723050775,455.0,10.0
15.9785,-86.4844,301.27,301.17,12.0,6.0,-0.1,185.48620115736713,427.61,10.0
15.9785,-86.4844,301.27,301.17,12.0,6.0,-0.1,185.48620115736713,427.61,10.0
15.9647,-86.5002,301.3,301.21,12.0,7.0,-0.87,186.65083740198338,427.61,10.0
15.9647,-86.5002,301.3,301.21,12.0,7.0,-0.87,186.65083740198338,427.61,10.0
15.9648,-86.5004,301.17,301.21,15.0,6.0,-0.62,186.67451644121374,427.61,10.0
15.9648,-86.5004,301.17,301.21,15.0,6.0,-0.62,186.67451644121374,427.61,10.0
15.9728,-86.4889,301.22,301.17,12.0,7.0,-0.44,185.75771027029722,427.61,10.0
15.9728,-86.4889,301.22,301.17,12.0,7.0,-0.44,185.75771027029722,427.61,10.0
16.0782,-86.9228,302.49,301.2,5.0,7.0,-0.67,168.31714946183936,465.85,10.0
16.0782,-86.9228,302.49,301.2,5.0,7.0,-0.67,168.31714946183936,465.85,10.0
16.0856,-87.0042,302.48,301.18,5.0,7.0,-1.12,159.85954462487146,465.85,10.0
16.0856,-87.0042,302.48,301.18,5.0,7.0,-1.12,159.85954462487146,465.85,10.0
16.104,-86.8746,302.56,301.18,9.0,5.0,1.35,172.26702309482795,465.85,10.0
16.104,-86.8746,302.56,301.18,9.0,5.0,1.35,172.26702309482795,465.85,10.0
-8.3376,116.0376,301.88,301.59,8.0,6.0,-1.11,80.89526932888724,283.48,10.0
-8.3376,116.0376,301.88,301.59,8.0,6.0,-1.11,80.89526932888724,283.48,10.0
-8.3376,116.0376,301.88,301.59,4.0,6.0,-1.11,80.89526932888724,283.48,10.0
-8.3376,116.0376,301.88,301.59,4.0,6.0,-1.11,80.89526932888724,283.48,10.0
-8.3376,116.0376,301.93,301.6,8.0,4.0,1.13,80.89526932888724,283.48,10.0
-8.3376,116.0376,301.93,301.6,8.0,4.0,1.13,80.89526932888724,283.48,10.0
-8.3376,116.0376,301.82,301.6,8.0,4.0,0.0,80.89526932888724,283.48,10.0
-8.3376,116.0376,301.82,301.6,8.0,4.0,0.0,80.89526932888724,283.48,10.0
-8.3376,116.0376,301.82,301.6,5.0,4.0,0.0,80.89526932888724,283.48,10.0
-8.3376,116.0376,301.82,301.6,5.0,4.0,0.0,80.89526932888724,283.48,10.0
-8.3376,116.0376,301.93,301.6,4.0,4.0,1.13,80.89526932888724,283.48,10.0
-8.3376,116.0376,301.93,301.6,4.0,4.0,1.13,80.89526932888724,283.48,10.0
-8.4955,116.8812,302.46,301.53,6.0,2.0,-0.03,156.73080001434997,283.48,10.0
-8.4955,116.8812,302.46,301.53,6.0,2.0,-0.03,156.73080001434997,283.48,10.0
-8.4931,116.8679,302.46,301.53,6.0,2.0,-0.03,155.38243804565147,283.48,10.0
-8.4931,116.8679,302.46,301.53,6.0,2.0,-0.03,155.38243804565147,283.48,10.0
-8.3915,119.7989,302.19,301.68,5.0,3.0,0.57,89.42289829239687,397.88,10.0
-8.3915,119.7989,302.19,301.68,5.0,3.0,0.57,89.42289829239687,397.88,10.0
-8.3624,116.0314,302.35,301.6,4.0,3.0,1.84,83.10140313132158,283.48,10.0
-8.3624,116.0314,302.35,301.6,4.0,3.0,1.84,83.10140313132158,283.48,10.0
-8.3487,116.0858,302.01,301.71,6.0,3.0,-0.16,84.4201155576684,283.48,10.0
-8.3487,116.0858,302.01,301.71,6.0,3.0,-0.16,84.4201155576684,283.48,10.0
-8.3452,116.0674,302.08,301.6,13.0,3.0,-0.36,83.1226864440372,283.48,10.0
-8.3452,116.0674,302.08,301.6,13.0,3.0,-0.36,83.1226864440372,283.48,10.0
-8.3448,116.0247,302.19,301.62,7.0,3.0,1.27,81.01511826513371,283.48,10.0
-8.3448,116.0247,302.19,301.62,7.0,3.0,1.27,81.01511826513371,283.48,10.0
-8.3042,116.1368,301.97,301.8,8.0,3.0,0.48,83.09214751640205,283.48,10.0
-8.3042,116.1368,301.97,301.8,8.0,3.0,0.48,83.09214751640205,283.48,10.0
17.8294,-76.9849,262.15,301.14,4.0,5.0,-0.35,145.83543302282936,322.61,10.0
17.8294,-76.9849,262.15,301.14,4.0,5.0,-0.35,145.83543302282936,322.61,10.0
18.3294,-78.3487,300.32,301.37,10.0,8.0,-0.17,16.112165433326187,67.66,10.0
18.3294,-78.3487,300.32,301.37,10.0,8.0,-0.17,16.112165433326187,67.66,10.0
18.3294,-78.3487,300.32,301.37,3.0,8.0,-0.17,16.112165433326187,67.66,10.0
18.3294,-78.3487,300.32,301.37,3.0,8.0,-0.17,16.112165433326187,67.66,10.0
18.3609,-78.3433,300.73,301.37,8.5,7.0,-0.64,12.570270810424244,67.66,10.0
18.3609,-78.3433,300.73,301.37,8.5,7.0,-0.64,12.570270810424244,67.66,10.0
18.3609,-78.3433,302.4,301.37,8.3,7.0,-0.07,12.570270810424244,67.66,10.0
18.3609,-78.3433,302.4,301.37,8.3,7.0,-0.07,12.570270810424244,67.66,10.0
18.4636,-77.3573,302.03,301.07,6.4,3.0,0.8,65.18411231700993,322.61,10.0
18.4636,-77.3573,302.03,301.07,6.4,3.0,0.8,65.18411231700993,322.61,10.0
18.4636,-77.3573,300.78,301.07,9.0,6.0,-0.09,65.18411231700993,322.61,10.0
18.4636,-77.3573,300.78,301.07,9.0,6.0,-0.09,65.18411231700993,322.61,10.0
18.4636,-77.3573,300.78,301.07,5.0,6.0,-0.09,65.18411231700993,322.61,10.0
18.4636,-77.3573,300.78,301.07,5.0,6.0,-0.09,65.18411231700993,322.61,10.0
18.1753,-76.3914,300.2,301.04,4.0,7.0,-0.42,158.19872981429845,322.61,10.0
18.1753,-76.3914,300.2,301.04,4.0,7.0,-0.42,158.19872981429845,322.61,10.0
18.1917,-76.4546,262.15,301.03,8.0,7.0,0.36,151.7178030039576,322.61,10.0
18.1917,-76.4546,262.15,301.03,8.0,7.0,0.36,151.7178030039576,322.61,10.0
18.2652,-78.3691,300.03,301.4,10.0,10.0,0.68,23.553551832737025,67.66,10.0
18.2652,-78.3691,300.03,301.4,10.0,10.0,0.68,23.553551832737025,67.66,10.0
18.3087,-76.7976,262.15,301.06,6.0,7.0,0.33,115.323650086789,322.61,10.0
18.3087,-76.7976,262.15,301.06,6.0,7.0,0.33,115.323650086789,322.61,10.0
18.3176,-78.351,300.0,301.39,3.0,10.0,0.5,17.44586496299529,67.66,10.0
18.3176,-78.351,300.0,301.39,3.0,10.0,0.5,17.44586496299529,67.66,10.0
18.3432,-78.3438,300.16,301.37,3.0,10.0,0.46,14.503552656392378,67.66,10.0
18.3432,-78.3438,300.16,301.37,3.0,10.0,0.46,14.503552656392378,67.66,10.0
18.3458,-78.3534,300.16,301.37,10.0,10.0,0.46,14.463781489724866,67.66,10.0
18.3458,-78.3534,300.16,301.37,10.0,10.0,0.46,14.463781489724866,67.66,10.0
18.3458,-78.3534,300.16,301.37,3.0,10.0,0.46,14.463781489724866,67.66,10.0
18.3458,-78.3534,300.16,301.37,3.0,10.0,0.46,14.463781489724866,67.66,10.0
18.4694,-77.4075,300.45,301.07,10.0,8.0,0.03,62.53604137497073,322.61,10.0
18.4694,-77.4075,300.45,301.07,10.0,8.0,0.03,62.53604137497073,322.61,10.0
18.4725,-77.41,299.74,301.07,10.0,5.0,0.19,62.120447005720145,322.61,10.0
18.4725,-77.41,299.74,301.07,10.0,5.0,0.19,62.120447005720145,322.61,10.0
-22.0768,43.1932,298.01,299.99,12.0,6.0,-0.82,232.9310872868979,337.13,10.0
-22.0768,43.1932,298.01,299.99,12.0,6.0,-0.82,232.9310872868979,337.13,10.0
-21.1218,43.1933,298.55,300.56,8.0,6.0,-0.74,145.7921653629969,337.13,10.0
-21.1218,43.1933,298.55,300.56,8.0,6.0,-0.74,145.7921653629969,337.13,10.0
4.2731,113.8147,303.23,302.57,10.0,2.0,-0.65,99.62709247945216,162.05,10.0
4.2731,113.8147,303.23,302.57,10.0,2.0,-0.65,99.62709247945216,162.05,10.0
4.5792,118.9203,302.29,301.76,5.0,2.0,-0.66,48.514430614129346,116.01,10.0
4.5792,118.9203,302.29,301.76,5.0,2.0,-0.66,48.514430614129346,116.01,10.0
5.2352,103.2613,302.29,302.11,6.2,1.0,-1.02,87.490381279838,439.74,10.0
5.2352,103.2613,302.29,302.11,6.2,1.0,-1.02,87.490381279838,439.74,10.0
5.7586,103.0294,262.15,302.26,7.7,2.0,0.72,100.07942831784543,135.75,10.0
5.7586,103.0294,262.15,302.26,7.7,2.0,0.72,100.07942831784543,135.75,10.0
2.9036,104.1133,301.78,301.8,7.0,4.0,-0.54,83.21617325068587,83.37,10.0
2.9036,104.1133,301.78,301.8,7.0,4.0,-0.54,83.21617325068587,83.37,10.0
4.6283,118.8352,301.85,301.83,5.0,2.0,-0.4,56.28157781588223,116.01,10.0
4.6283,118.8352,301.85,301.83,5.0,2.0,-0.4,56.28157781588223,116.01,10.0
5.2269,103.2692,302.13,302.11,8.0,1.0,1.19,87.65940051076174,439.74,10.0
5.2269,103.2692,302.13,302.11,8.0,1.0,1.19,87.65940051076174,439.74,10.0
5.2331,103.2606,302.13,302.11,5.5,1.0,1.19,87.28993492165064,439.74,10.0
5.2331,103.2606,302.13,302.11,5.5,1.0,1.19,87.28993492165064,439.74,10.0
5.7128,115.6724,303.08,302.62,6.0,1.0,1.74,79.82307589732304,144.42,10.0
5.7128,115.6724,303.08,302.62,6.0,1.0,1.74,79.82307589732304,144.42,10.0
5.7169,115.6349,303.17,302.61,7.0,2.0,1.05,80.38119287309642,144.42,10.0
5.7169,115.6349,303.17,302.61,7.0,2.0,1.05,80.38119287309642,144.42,10.0
6.0081,116.0036,262.15,302.4,10.0,1.0,-0.08,49.08136677121294,144.42,10.0
6.0081,116.0036,262.15,302.4,10.0,1.0,-0.08,49.08136677121294,144.42,10.0
6.0414,116.0197,303.2,302.39,7.0,2.0,0.63,46.48396111988229,144.42,10.0
6.0414,116.0197,303.2,302.39,7.0,2.0,0.63,46.48396111988229,144.42,10.0
6.3742,116.3431,303.04,302.21,3.5,3.0,1.83,57.0416516024217,144.42,10.0
6.3742,116.3431,303.04,302.21,3.5,3.0,1.83,57.0416516024217,144.42,10.0
7.1942,117.2967,303.01,302.02,6.0,2.0,-0.5,147.72079535120605,257.01,10.0
7.1942,117.2967,303.01,302.02,6.0,2.0,-0.5,147.72079535120605,257.01,10.0
7.3727,117.2222,262.15,301.92,4.0,3.0,-1.24,131.8939442657834,257.01,10.0
7.3727,117.2222,262.15,301.92,4.0,3.0,-1.24,131.8939442657834,257.01,10.0
4.5278,73.4222,301.84,301.81,10.0,5.0,0.35,107.24390572935475,361.57,10.0
4.5278,73.4222,301.84,301.81,10.0,5.0,0.35,107.24390572935475,361.57,10.0
3.6546,72.8214,301.77,301.86,6.0,5.0,0.44,14.552445033303375,361.57,10.0
3.6546,72.8214,301.77,301.86,6.0,5.0,0.44,14.552445033303375,361.57,10.0
-4.5908,145.8953,262.15,302.02,6.0,3.0,0.6,123.7500627526735,78.77,10.0
-4.5908,145.8953,262.15,302.02,6.0,3.0,0.6,123.7500627526735,78.77,10.0
-2.6726,150.2466,302.43,302.55,3.0,8.0,0.21,85.23637924573302,281.28,10.0
-2.6726,150.2466,302.43,302.55,3.0,8.0,0.21,85.23637924573302,281.28,10.0
9.9237,118.8285,302.32,301.94,6.0,4.0,1.43,119.1837614745524,496.79,10.0
9.9237,118.8285,302.32,301.94,6.0,4.0,1.43,119.1837614745524,496.79,10.0
10.1807,123.8037,302.33,301.74,5.0,6.0,1.65,144.01726113789994,100.94,10.0
10.1807,123.8037,302.33,301.74,5.0,6.0,1.65,144.01726113789994,100.94,10.0
10.2741,123.9917,302.36,301.56,4.0,7.0,-0.97,152.81997203548522,100.94,10.0
10.2741,123.9917,302.36,301.56,4.0,7.0,-0.97,152.81997203548522,100.94,10.0
10.2962,124.183,302.76,302.1,4.0,2.0,-0.51,168.7459323605287,100.94,10.0
10.2962,124.183,302.76,302.1,4.0,2.0,-0.51,168.7459323605287,100.94,10.0
10.5161,124.6698,302.81,301.94,3.0,3.0,0.73,135.95607674246907,187.35,10.0
10.5161,124.6698,302.81,301.94,3.0,3.0,0.73,135.95607674246907,187.35,10.0
10.5161,124.6698,302.81,301.94,7.0,3.0,0.73,135.95607674246907,187.35,10.0
10.5161,124.6698,302.81,301.94,7.0,3.0,0.73,135.95607674246907,187.35,10.0
10.5466,124.6555,302.82,301.97,6.0,3.0,0.95,138.76409947342907,187.35,10.0
10.5466,124.6555,302.82,301.97,6.0,3.0,0.95,138.76409947342907,187.35,10.0
11.1415,123.7666,302.39,301.5,15.0,6.0,0.87,98.06404829290226,100.94,10.0
11.1415,123.7666,302.39,301.5,15.0,6.0,0.87,98.06404829290226,100.94,10.0
11.1457,123.7972,302.3,301.48,9.5,6.0,1.24,101.42278250617593,100.94,10.0
11.1457,123.7972,302.3,301.48,9.5,6.0,1.24,101.42278250617593,100.94,10.0
11.1493,123.8004,302.66,301.48,9.0,4.0,2.02,101.79419572296264,100.94,10.0
11.1493,123.8004,302.66,301.48,9.0,4.0,2.02,101.79419572296264,100.94,10.0
11.214,123.7915,302.06,301.38,3.0,6.0,1.1,101.50803240852652,100.94,10.0
11.214,123.7915,302.06,301.38,3.0,6.0,1.1,101.50803240852652,100.94,10.0
11.3286,123.8832,302.62,301.35,5.0,4.0,2.83,113.64534165214005,100.94,10.0
11.3286,123.8832,302.62,301.35,5.0,4.0,2.83,113.64534165214005,100.94,10.0
11.3413,123.7519,302.77,301.41,9.0,4.0,2.93,100.13792615412025,100.94,10.0
11.3413,123.7519,302.77,301.41,9.0,4.0,2.93,100.13792615412025,100.94,10.0
13.9716,120.6017,301.96,301.32,5.0,3.0,0.68,137.8206501944396,278.7,10.0
13.9716,120.6017,301.96,301.32,5.0,3.0,0.68,137.8206501944396,278.7,10.0
13.9868,120.63,262.15,301.3,6.5,9.0,-0.03,140.438341078315,200.77,10.0
13.9868,120.63,262.15,301.3,6.5,9.0,-0.03,140.438341078315,200.77,10.0
13.8617,-61.075,262.15,300.64,5.0,6.0,0.14,116.50078279645012,384.09,10.0
13.8617,-61.075,262.15,300.64,5.0,6.0,0.14,116.50078279645012,384.09,10.0
-10.2026,166.2965,302.01,301.8,2.0,6.0,-0.91,158.43242208266307,230.14,10.0
-10.2026,166.2965,302.01,301.8,2.0,6.0,-0.91,158.43242208266307,230.14,10.0
10.0898,99.8423,302.03,302.0,4.5,9.0,0.26,98.45352768006613,183.92,10.0
10.0898,99.8423,302.03,302.0,4.5,9.0,0.26,98.45352768006613,183.92,10.0
11.1958,-60.7989,300.31,300.48,11.0,8.0,-0.9,181.40510531856637,376.86,10.0
11.1958,-60.7989,300.31,300.48,11.0,8.0,-0.9,181.40510531856637,376.86,10.0
25.1429,-80.2582,298.8,299.88,5.3,4.0,0.61,206.83430087638396,408.45,10.0
25.1429,-80.2582,298.8,299.88,5.3,4.0,0.61,206.83430087638396,408.45,10.0
13.7886,42.8063,303.99,301.14,5.0,5.0,-0.59,175.80152608489624,240.68,10.0
13.7886,42.8063,303.99,301.14,5.0,5.0,-0.59,175.80152608489624,240.68,10.0
24.445,-81.9228,300.51,299.79,8.8,4.0,-1.39,182.60844126603027,275.27,10.0
24.6206,-82.8674,300.2,299.33,2.5,5.0,0.0,99.22215566807749,237.81,10.0
24.6979,-81.0366,300.31,299.75,3.8,5.0,-0.18,232.16332314602153,275.27,10.0
25.0595,-80.3288,300.21,299.86,5.8,4.0,-0.76,215.25245092951823,408.45,10.0
25.2444,-80.2133,300.4,299.75,6.1,4.0,0.82,201.16500702008864,408.45,10.0
25.3063,-80.2023,301.02,299.69,4.0,3.0,0.08,199.6433229332447,408.45,10.0
26.205,-80.0781,262.15,299.76,14.3,3.0,0.74,165.96931076665248,359.44,10.0
27.132,-80.1337,300.85,298.86,3.8,1.0,0.25,147.35052660520176,46.71,10.0
-18.4135,178.0646,298.25,299.88,10.0,7.0,-0.66,110.85134016050893,478.49,10.0
-18.4135,178.0646,298.25,299.88,10.0,7.0,-0.66,110.85134016050893,478.49,10.0
-16.7659,179.9645,301.59,300.39,5.0,4.0,0.47,126.40577864613095,38.87,10.0
-16.7659,179.9645,301.59,300.39,5.0,4.0,0.47,126.40577864613095,38.87,10.0
2.5244,103.9735,301.59,301.76,7.0,3.0,-0.88,126.28666123425741,83.37,10.0
2.5244,103.9735,301.59,301.76,7.0,3.0,-0.88,126.28666123425741,83.37,10.0
13.9711,120.6128,262.15,301.31,3.0,7.0,0.52,138.84260303993528,278.7,10.0
13.9711,120.6128,262.15,301.31,3.0,7.0,0.52,138.84260303993528,278.7,10.0
25.4216,-80.1538,301.82,299.81,3.0,3.0,1.33,194.6252971996902,408.45,10.05
25.0691,-77.2571,299.75,299.48,1.5,3.0,4.29,23.639054626882555,432.84,10.06
25.0691,-77.2571,299.75,299.48,3.0,3.0,4.29,23.639054626882555,432.84,10.06
24.699,-80.9128,300.52,299.86,8.4,5.0,-1.0,237.85210878448518,275.27,10.08
25.3901,-80.1492,300.99,299.89,7.9,4.0,0.35,194.1196477090716,408.45,10.1
24.4661,-81.8338,301.7,299.77,5.6,2.0,0.18,185.54591451227978,275.27,10.14
24.6531,-81.022,299.42,299.85,6.6,7.0,0.92,228.30438524939782,275.27,10.14
26.0645,-80.0857,299.53,299.73,18.5,4.0,1.25,175.00877115738695,359.44,10.14
24.6214,-82.8932,299.72,299.33,3.2,2.0,1.16,96.62086081950177,237.81,10.18
24.4695,-82.0388,299.13,299.7,7.2,6.0,0.04,183.38945309474036,237.81,10.19
26.4865,-80.0398,262.15,299.79,15.8,2.0,0.9,148.99097833968455,359.44,10.19
-3.0907,135.5634,303.06,303.19,12.0,2.0,1.03,167.29693025711143,336.35,10.25
-3.0907,135.5634,303.06,303.19,12.0,2.0,1.03,167.29693025711143,336.35,10.25
18.4166,-77.079,302.39,301.02,4.6,7.0,-1.69,85.81004462027545,322.61,10.25
18.4166,-77.079,302.39,301.02,4.6,7.0,-1.69,85.81004462027545,322.61,10.25
6.4833,117.8932,303.11,302.3,11.5,4.0,-1.14,149.0894563326016,364.3,10.25
6.4833,117.8932,303.11,302.3,11.5,4.0,-1.14,149.0894563326016,364.3,10.25
10.9897,119.2969,262.15,301.72,4.0,4.0,1.17,129.27535529949714,195.57,10.25
10.9897,119.2969,262.15,301.72,4.0,4.0,1.17,129.27535529949714,195.57,10.25
24.4596,-81.8459,300.11,299.77,3.9,6.0,0.45,184.7191151274611,275.27,10.26
24.5218,-81.5839,301.99,299.81,6.6,4.0,1.37,195.57587437452017,275.27,10.26
24.5469,-81.4289,299.83,299.82,10.6,4.0,3.35,202.24123343678323,275.27,10.26
24.7267,-82.8103,300.67,299.27,17.4,5.0,0.06,106.13321269710835,237.81,10.26
25.3478,-80.1564,299.46,299.84,6.6,5.0,0.37,194.88359708407856,408.45,10.26
25.4027,-80.1314,299.55,299.89,2.7,5.0,-1.86,192.34178240023047,408.45,10.26
25.5635,-80.1129,302.11,299.84,5.0,5.0,0.13,191.51963677040692,408.45,10.26
25.842,-80.089,300.8,299.7,17.7,4.0,0.81,190.41543700899368,359.44,10.26
25.9346,-80.0868,301.16,299.74,28.6,4.0,1.19,183.69093583610928,359.44,10.26
26.0815,-80.0978,300.9,299.72,8.0,2.0,0.2,174.94273030519116,359.44,10.26
26.0894,-80.099,297.1,299.72,4.4,6.0,0.21,174.5538661084643,359.44,10.26
26.6511,-80.0208,300.84,299.68,13.7,4.0,1.73,141.73136750459363,359.44,10.26
24.6943,-81.0227,299.79,299.79,6.0,5.0,2.13,232.40111344467135,275.27,10.27
24.5736,-82.9266,300.32,299.48,15.2,4.0,-0.19,93.14257262108185,237.81,10.3
25.7372,-80.0958,301.51,299.83,11.9,5.0,0.36,192.81052892516647,408.45,10.3
24.5185,-81.528,302.02,299.84,17.3,3.0,1.08,196.5241020845973,275.27,10.37
24.6269,-81.1078,300.09,299.83,5.8,2.0,0.31,221.9852021372363,275.27,10.37
25.1094,-80.3385,302.4,299.74,2.0,2.0,1.12,215.35190726663393,408.45,10.37
24.7332,-77.763,300.2,299.61,11.0,2.0,-0.93,32.12184288111867,426.69,10.42
24.7332,-77.763,300.2,299.61,12.2,2.0,-0.93,32.12184288111867,426.69,10.42
24.7332,-77.763,300.2,299.61,13.5,2.0,-0.93,32.12184288111867,426.69,10.42
